codigo_ibge;municipio;ano;rendimento_kgha;producao_ton
4301701;Barão de Cotegipe - RS;2019;3480;22317
4301701;Barão de Cotegipe - RS;2020;2100;13467
4301701;Barão de Cotegipe - RS;2021;3240;20778
4301701;Barão de Cotegipe - RS;2022;1680;10774
4301701;Barão de Cotegipe - RS;2023;3400;22100
4301750;Barão do Triunfo - RS;2019;2700;1755
4301750;Barão do Triunfo - RS;2020;1000;800
4301750;Barão do Triunfo - RS;2021;3000;2550
4301750;Barão do Triunfo - RS;2022;3500;3850
4301750;Barão do Triunfo - RS;2023;2400;4800
4301800;Barracão - RS;2019;3720;96720
4301800;Barracão - RS;2020;2290;57708
4301800;Barracão - RS;2021;2880;74880
4301800;Barracão - RS;2022;1920;50304
4301800;Barracão - RS;2023;3300;87780
4301859;Barra do Guarita - RS;2019;2700;4860
4301859;Barra do Guarita - RS;2020;3000;5550
4301859;Barra do Guarita - RS;2021;2700;4995
4301859;Barra do Guarita - RS;2022;900;1845
4301859;Barra do Guarita - RS;2023;2400;4680
4301875;Barra do Quaraí - RS;2019;3200;1699
4301875;Barra do Quaraí - RS;2020;3000;3123
4301875;Barra do Quaraí - RS;2021;3689;5109
4301875;Barra do Quaraí - RS;2022;2250;4455
4301875;Barra do Quaraí - RS;2023;1846;4614
4301909;Barra do Ribeiro - RS;2019;3480;13398
4301909;Barra do Ribeiro - RS;2020;1470;8261
4301909;Barra do Ribeiro - RS;2021;2520;17438
4301909;Barra do Ribeiro - RS;2022;4320;33696
4301909;Barra do Ribeiro - RS;2023;3600;39848
4301925;Barra do Rio Azul - RS;2019;3500;3290
4301925;Barra do Rio Azul - RS;2020;2700;2970
4301925;Barra do Rio Azul - RS;2021;3120;4056
4301925;Barra do Rio Azul - RS;2022;2520;4032
4301925;Barra do Rio Azul - RS;2023;2700;5400
4301958;Barra Funda - RS;2019;3940;13396
4301958;Barra Funda - RS;2020;3000;10200
4301958;Barra Funda - RS;2021;3128;10636
4301958;Barra Funda - RS;2022;2104;7137
4301958;Barra Funda - RS;2023;1800;6120
4302006;Barros Cassal - RS;2019;2700;23625
4302006;Barros Cassal - RS;2020;1620;14580
4302006;Barros Cassal - RS;2021;3200;28800
4302006;Barros Cassal - RS;2022;1600;14400
4302006;Barros Cassal - RS;2023;1380;20700
4302055;Benjamin Constant do Sul - RS;2019;3400;5100
4302055;Benjamin Constant do Sul - RS;2020;2280;3420
4302055;Benjamin Constant do Sul - RS;2021;3300;4670
4302055;Benjamin Constant do Sul - RS;2022;1650;2393
4302055;Benjamin Constant do Sul - RS;2023;2640;3960
4302105;Bento Gonçalves - RS;2019;0;0
4302105;Bento Gonçalves - RS;2020;0;0
4302105;Bento Gonçalves - RS;2021;0;0
4302105;Bento Gonçalves - RS;2022;0;0
4302105;Bento Gonçalves - RS;2023;0;0
4302154;Boa Vista das Missões - RS;2019;3628;55140
4302154;Boa Vista das Missões - RS;2020;3032;44880
4302154;Boa Vista das Missões - RS;2021;3616;53520
4302154;Boa Vista das Missões - RS;2022;1265;18720
4302154;Boa Vista das Missões - RS;2023;2432;36000
4302204;Boa Vista do Buricá - RS;2019;2880;6768
4302204;Boa Vista do Buricá - RS;2020;1860;4371
4302204;Boa Vista do Buricá - RS;2021;2700;7155
4302204;Boa Vista do Buricá - RS;2022;600;1410
4302204;Boa Vista do Buricá - RS;2023;1500;3525
4302220;Boa Vista do Cadeado - RS;2019;3715;151938
4302220;Boa Vista do Cadeado - RS;2020;2029;83576
4302220;Boa Vista do Cadeado - RS;2021;3627;149448
4302220;Boa Vista do Cadeado - RS;2022;728;29732
4302220;Boa Vista do Cadeado - RS;2023;1903;77715
4302238;Boa Vista do Incra - RS;2019;3428;100782
4302238;Boa Vista do Incra - RS;2020;1157;37830
4302238;Boa Vista do Incra - RS;2021;3900;127530
4302238;Boa Vista do Incra - RS;2022;1272;41580
4302238;Boa Vista do Incra - RS;2023;1969;64390
4302253;Boa Vista do Sul - RS;2019;0;0
4302253;Boa Vista do Sul - RS;2020;0;0
4302253;Boa Vista do Sul - RS;2021;0;0
4302253;Boa Vista do Sul - RS;2022;0;0
4302253;Boa Vista do Sul - RS;2023;0;0
4302303;Bom Jesus - RS;2019;3500;35000
4302303;Bom Jesus - RS;2020;2400;21600
4302303;Bom Jesus - RS;2021;4200;37800
4302303;Bom Jesus - RS;2022;2800;25200
4302303;Bom Jesus - RS;2023;3060;33660
4302352;Bom Princípio - RS;2019;0;0
4302352;Bom Princípio - RS;2020;0;0
4302352;Bom Princípio - RS;2021;0;0
4302352;Bom Princípio - RS;2022;3333;50
4302352;Bom Princípio - RS;2023;3300;66
4302378;Bom Progresso - RS;2019;3300;14520
