codigo_ibge;municipio;ano;rendimento_kgha;producao_ton
4317608;Santo Antônio da Patrulha - RS;2021;3000;15000
4317608;Santo Antônio da Patrulha - RS;2022;3000;27000
4317608;Santo Antônio da Patrulha - RS;2023;3600;39600
4317707;Santo Antônio das Missões - RS;2019;3095;156725
4317707;Santo Antônio das Missões - RS;2020;1919;100002
4317707;Santo Antônio das Missões - RS;2021;3113;165000
4317707;Santo Antônio das Missões - RS;2022;499;25596
4317707;Santo Antônio das Missões - RS;2023;846;51600
4317756;Santo Antônio do Planalto - RS;2019;3965;56700
4317756;Santo Antônio do Planalto - RS;2020;2416;33624
4317756;Santo Antônio do Planalto - RS;2021;3786;52248
4317756;Santo Antônio do Planalto - RS;2022;1817;25080
4317756;Santo Antônio do Planalto - RS;2023;2894;40518
4317806;Santo Augusto - RS;2019;3634;116300
4317806;Santo Augusto - RS;2020;3116;96600
4317806;Santo Augusto - RS;2021;3871;120780
4317806;Santo Augusto - RS;2022;1546;48240
4317806;Santo Augusto - RS;2023;2354;76256
4317905;Santo Cristo - RS;2019;3301;26454
4317905;Santo Cristo - RS;2020;3303;24158
4317905;Santo Cristo - RS;2021;3602;26348
4317905;Santo Cristo - RS;2022;424;3060
4317905;Santo Cristo - RS;2023;1325;9432
4317954;Santo Expedito do Sul - RS;2019;3600;20340
4317954;Santo Expedito do Sul - RS;2020;2633;14745
4317954;Santo Expedito do Sul - RS;2021;4000;22400
4317954;Santo Expedito do Sul - RS;2022;2100;11760
4317954;Santo Expedito do Sul - RS;2023;3000;16800
4318002;São Borja - RS;2019;2761;157400
4318002;São Borja - RS;2020;1971;138000
4318002;São Borja - RS;2021;2229;156000
4318002;São Borja - RS;2022;971;82500
4318002;São Borja - RS;2023;1322;129600
4318051;São Domingos do Sul - RS;2019;3200;5440
4318051;São Domingos do Sul - RS;2020;1320;2244
4318051;São Domingos do Sul - RS;2021;3600;6120
4318051;São Domingos do Sul - RS;2022;1760;2992
4318051;São Domingos do Sul - RS;2023;2100;3780
4318101;São Francisco de Assis - RS;2019;2520;126000
4318101;São Francisco de Assis - RS;2020;1574;83422
4318101;São Francisco de Assis - RS;2021;3000;168000
4318101;São Francisco de Assis - RS;2022;540;30780
4318101;São Francisco de Assis - RS;2023;780;38142
4318200;São Francisco de Paula - RS;2019;3000;22500
4318200;São Francisco de Paula - RS;2020;2160;16200
4318200;São Francisco de Paula - RS;2021;3500;26250
4318200;São Francisco de Paula - RS;2022;2700;21330
4318200;São Francisco de Paula - RS;2023;3600;27360
4318309;São Gabriel - RS;2019;1735;208200
4318309;São Gabriel - RS;2020;1200;150000
4318309;São Gabriel - RS;2021;2760;358800
4318309;São Gabriel - RS;2022;1200;163200
4318309;São Gabriel - RS;2023;1950;262470
4318408;São Jerônimo - RS;2019;3000;12000
4318408;São Jerônimo - RS;2020;1200;5040
4318408;São Jerônimo - RS;2021;3300;14850
4318408;São Jerônimo - RS;2022;2700;14850
4318408;São Jerônimo - RS;2023;2717;16300
4318424;São João da Urtiga - RS;2019;3300;20668
4318424;São João da Urtiga - RS;2020;2100;13146
4318424;São João da Urtiga - RS;2021;3300;20130
4318424;São João da Urtiga - RS;2022;1800;10998
4318424;São João da Urtiga - RS;2023;3400;21692
4318432;São João do Polêsine - RS;2019;2800;1960
4318432;São João do Polêsine - RS;2020;720;504
4318432;São João do Polêsine - RS;2021;3000;2100
4318432;São João do Polêsine - RS;2022;2400;1680
4318432;São João do Polêsine - RS;2023;2100;1680
4318440;São Jorge - RS;2019;3480;7830
4318440;São Jorge - RS;2020;1984;4266
4318440;São Jorge - RS;2021;3720;7998
4318440;São Jorge - RS;2022;2145;4290
4318440;São Jorge - RS;2023;2520;5040
4318457;São José das Missões - RS;2019;3600;16200
4318457;São José das Missões - RS;2020;2700;12150
4318457;São José das Missões - RS;2021;3600;16200
4318457;São José das Missões - RS;2022;1100;4950
4318457;São José das Missões - RS;2023;2100;9450
4318465;São José do Herval - RS;2019;3083;740
4318465;São José do Herval - RS;2020;1500;405
4318465;São José do Herval - RS;2021;3078;831
4318465;São José do Herval - RS;2022;2152;581
4318465;São José do Herval - RS;2023;1800;540
4318481;São José do Hortêncio - RS;2019;0;0
4318481;São José do Hortêncio - RS;2020;0;0
4318481;São José do Hortêncio - RS;2021;0;0
4318481;São José do Hortêncio - RS;2022;0;0
4318481;São José do Hortêncio - RS;2023;0;0
4318499;São José do Inhacorá - RS;2019;2520;4788
4318499;São José do Inhacorá - RS;2020;1980;3960
4318499;São José do Inhacorá - RS;2021;2820;5640
4318499;São José do Inhacorá - RS;2022;720;1512
4318499;São José do Inhacorá - RS;2023;1650;3548
4318507;São José do Norte - RS;2019;0;0
4318507;São José do Norte - RS;2020;0;0
4318507;São José do Norte - RS;2021;0;0
4318507;São José do Norte - RS;2022;0;0
4318507;São José do Norte - RS;2023;0;0
4318606;São José do Ouro - RS;2019;3800;75240
4318606;São José do Ouro - RS;2020;2376;47045
4318606;São José do Ouro - RS;2021;3300;64680
4318606;São José do Ouro - RS;2022;2100;41160
4318606;São José do Ouro - RS;2023;3720;73284
4318614;São José do Sul - RS;2019;0;0
4318614;São José do Sul - RS;2020;0;0
4318614;São José do Sul - RS;2021;0;0
4318614;São José do Sul - RS;2022;0;0
4318614;São José do Sul - RS;2023;0;0
4318622;São José dos Ausentes - RS;2019;3000;285
4318622;São José dos Ausentes - RS;2020;2642;317
4318622;São José dos Ausentes - RS;2021;3000;330
4318622;São José dos Ausentes - RS;2022;2854;371
4318622;São José dos Ausentes - RS;2023;3600;1080
4318705;São Leopoldo - RS;2019;0;0
4318705;São Leopoldo - RS;2020;0;0
4318705;São Leopoldo - RS;2021;0;0
4318705;São Leopoldo - RS;2022;0;0
4318705;São Leopoldo - RS;2023;0;0
4318804;São Lourenço do Sul - RS;2019;3000;120000
4318804;São Lourenço do Sul - RS;2020;1350;54000
4318804;São Lourenço do Sul - RS;2021;3300;151800
4318804;São Lourenço do Sul - RS;2022;2520;115920
4318804;São Lourenço do Sul - RS;2023;2200;110000
4318903;São Luiz Gonzaga - RS;2019;3431;259055
4318903;São Luiz Gonzaga - RS;2020;2262;171154
4318903;São Luiz Gonzaga - RS;2021;2655;200831
4318903;São Luiz Gonzaga - RS;2022;758;59768
4318903;São Luiz Gonzaga - RS;2023;864;71241
4319000;São Marcos - RS;2019;0;0
4319000;São Marcos - RS;2020;0;0
4319000;São Marcos - RS;2021;0;0
4319000;São Marcos - RS;2022;0;0
4319000;São Marcos - RS;2023;0;0
4319109;São Martinho - RS;2019;3380;39208
4319109;São Martinho - RS;2020;3380;39208
4319109;São Martinho - RS;2021;3380;39208
4319109;São Martinho - RS;2022;900;10575
4319109;São Martinho - RS;2023;2040;23970
4319125;São Martinho da Serra - RS;2019;3485;109806
4319125;São Martinho da Serra - RS;2020;1778;56025
4319125;São Martinho da Serra - RS;2021;3611;114840
4319125;São Martinho da Serra - RS;2022;2114;64890
4319125;São Martinho da Serra - RS;2023;2014;71080
4319158;São Miguel das Missões - RS;2019;3264;241560
4319158;São Miguel das Missões - RS;2020;1489;110160
4319158;São Miguel das Missões - RS;2021;3262;228372
4319158;São Miguel das Missões - RS;2022;546;39067
4319158;São Miguel das Missões - RS;2023;678;48807
4319208;São Nicolau - RS;2019;3479;58440
4319208;São Nicolau - RS;2020;2566;43875
4319208;São Nicolau - RS;2021;2430;43980
4319208;São Nicolau - RS;2022;806;15000
4319208;São Nicolau - RS;2023;1099;20448
4319307;São Paulo das Missões - RS;2019;3300;11550
4319307;São Paulo das Missões - RS;2020;2400;8400
4319307;São Paulo das Missões - RS;2021;2700;9720
4319307;São Paulo das Missões - RS;2022;600;2100
4319307;São Paulo das Missões - RS;2023;650;2373
4319356;São Pedro da Serra - RS;2019;0;0
4319356;São Pedro da Serra - RS;2020;0;0
4319356;São Pedro da Serra - RS;2021;0;0
4319356;São Pedro da Serra - RS;2022;0;0
4319356;São Pedro da Serra - RS;2023;0;0
4319364;São Pedro das Missões - RS;2019;3500;19250
4319364;São Pedro das Missões - RS;2020;3300;18150
4319364;São Pedro das Missões - RS;2021;3600;19800
4319364;São Pedro das Missões - RS;2022;2182;12000
4319364;São Pedro das Missões - RS;2023;1500;8250
4319372;São Pedro do Butiá - RS;2019;3900;15600
4319372;São Pedro do Butiá - RS;2020;2580;10320
4319372;São Pedro do Butiá - RS;2021;3180;13356
4319372;São Pedro do Butiá - RS;2022;300;1320
4319372;São Pedro do Butiá - RS;2023;871;3936
4319406;São Pedro do Sul - RS;2019;2906;44608
4319406;São Pedro do Sul - RS;2020;1779;28689
4319406;São Pedro do Sul - RS;2021;3000;48600
4319406;São Pedro do Sul - RS;2022;748;14956
4319406;São Pedro do Sul - RS;2023;1524;30480
4319505;São Sebastião do Caí - RS;2019;0;0
4319505;São Sebastião do Caí - RS;2020;0;0
4319505;São Sebastião do Caí - RS;2021;0;0
4319505;São Sebastião do Caí - RS;2022;0;0
4319505;São Sebastião do Caí - RS;2023;0;0
4319604;São Sepé - RS;2019;3010;195065
4319604;São Sepé - RS;2020;1210;81083
4319604;São Sepé - RS;2021;3207;214855
4319604;São Sepé - RS;2022;746;41400
4319604;São Sepé - RS;2023;1510;110820
4319703;São Valentim - RS;2019;3600;12240
4319703;São Valentim - RS;2020;2300;8050
4319703;São Valentim - RS;2021;3248;11368
4319703;São Valentim - RS;2022;1620;5832
4319703;São Valentim - RS;2023;2376;8554
4319711;São Valentim do Sul - RS;2019;3900;3315
4319711;São Valentim do Sul - RS;2020;2700;2160
4319711;São Valentim do Sul - RS;2021;3900;3627
4319711;São Valentim do Sul - RS;2022;1950;1989
4319711;São Valentim do Sul - RS;2023;3000;3000
4319737;São Valério do Sul - RS;2019;3476;19290
4319737;São Valério do Sul - RS;2020;2760;14076
4319737;São Valério do Sul - RS;2021;3600;18360
4319737;São Valério do Sul - RS;2022;733;3762
4319737;São Valério do Sul - RS;2023;2176;12542
4319752;São Vendelino - RS;2019;0;0
4319752;São Vendelino - RS;2020;0;0
4319752;São Vendelino - RS;2021;0;0
4319752;São Vendelino - RS;2022;0;0
4319752;São Vendelino - RS;2023;0;0
4319802;São Vicente do Sul - RS;2019;2400;69600
4319802;São Vicente do Sul - RS;2020;1600;48000
4319802;São Vicente do Sul - RS;2021;2760;91080
4319802;São Vicente do Sul - RS;2022;1620;61560
4319802;São Vicente do Sul - RS;2023;1680;65520
4319901;Sapiranga - RS;2019;0;0
4319901;Sapiranga - RS;2020;0;0
4319901;Sapiranga - RS;2021;0;0
4319901;Sapiranga - RS;2022;0;0
4319901;Sapiranga - RS;2023;0;0
4320008;Sapucaia do Sul - RS;2019;0;0
4320008;Sapucaia do Sul - RS;2020;1300;39
4320008;Sapucaia do Sul - RS;2021;0;0
4320008;Sapucaia do Sul - RS;2022;1800;54
4320008;Sapucaia do Sul - RS;2023;1700;51
4320107;Sarandi - RS;2019;3610;67500
4320107;Sarandi - RS;2020;3292;59922
4320107;Sarandi - RS;2021;3322;59295
4320107;Sarandi - RS;2022;2291;41325
4320107;Sarandi - RS;2023;2117;38430
4320206;Seberi - RS;2019;3900;39000
4320206;Seberi - RS;2020;2600;26000
4320206;Seberi - RS;2021;3800;38000
4320206;Seberi - RS;2022;1619;16191
4320206;Seberi - RS;2023;3416;37574
4320230;Sede Nova - RS;2019;3600;22320
4320230;Sede Nova - RS;2020;2880;18288
4320230;Sede Nova - RS;2021;3300;20955
4320230;Sede Nova - RS;2022;900;5715
4320230;Sede Nova - RS;2023;2400;15240
4320263;Segredo - RS;2019;3420;17681
4320263;Segredo - RS;2020;1500;8175
4320263;Segredo - RS;2021;3480;18966
4320263;Segredo - RS;2022;1596;9257
4320263;Segredo - RS;2023;1380;8004
4320305;Selbach - RS;2019;3599;43227
4320305;Selbach - RS;2020;1013;11484
4320305;Selbach - RS;2021;4200;42000
4320305;Selbach - RS;2022;1218;12252
4320305;Selbach - RS;2023;2041;20954
4320321;Senador Salgado Filho - RS;2019;3303;26490
4320321;Senador Salgado Filho - RS;2020;2177;17510
4320321;Senador Salgado Filho - RS;2021;3307;26603
4320321;Senador Salgado Filho - RS;2022;184;1519
4320321;Senador Salgado Filho - RS;2023;728;5856
4320354;Sentinela do Sul - RS;2019;2400;2040
4320354;Sentinela do Sul - RS;2020;2000;2000
4320354;Sentinela do Sul - RS;2021;3000;3300
4320354;Sentinela do Sul - RS;2022;3300;4851
4320354;Sentinela do Sul - RS;2023;2400;4560
4320404;Serafina Corrêa - RS;2019;3600;11880
4320404;Serafina Corrêa - RS;2020;1940;6693
4320404;Serafina Corrêa - RS;2021;3600;12960
4320404;Serafina Corrêa - RS;2022;1320;4818
4320404;Serafina Corrêa - RS;2023;2280;8322
4320453;Sério - RS;2019;3500;21
4320453;Sério - RS;2020;1833;11
4320453;Sério - RS;2021;3500;21
4320453;Sério - RS;2022;0;0
4320453;Sério - RS;2023;0;0
4320503;Sertão - RS;2019;4200;136500
4320503;Sertão - RS;2020;2400;78000
4320503;Sertão - RS;2021;4100;131200
4320503;Sertão - RS;2022;2400;74400
4320503;Sertão - RS;2023;2400;74400
4320552;Sertão Santana - RS;2019;2700;810
4320552;Sertão Santana - RS;2020;1500;480
4320552;Sertão Santana - RS;2021;3000;1500
4320552;Sertão Santana - RS;2022;3300;2310
4320552;Sertão Santana - RS;2023;2100;1890
4320578;Sete de Setembro - RS;2019;3012;19820
4320578;Sete de Setembro - RS;2020;1694;11144
4320578;Sete de Setembro - RS;2021;2891;19024
4320578;Sete de Setembro - RS;2022;170;1206
4320578;Sete de Setembro - RS;2023;1108;7848
4320602;Severiano de Almeida - RS;2019;3300;13860
4320602;Severiano de Almeida - RS;2020;3300;13200
4320602;Severiano de Almeida - RS;2021;2520;9324
4320602;Severiano de Almeida - RS;2022;1500;5850
4320602;Severiano de Almeida - RS;2023;3000;13200
4320651;Silveira Martins - RS;2019;3600;16200
4320651;Silveira Martins - RS;2020;2700;12150
4320651;Silveira Martins - RS;2021;4200;18900
4320651;Silveira Martins - RS;2022;2400;10800
4320651;Silveira Martins - RS;2023;3000;13500
4320677;Sinimbu - RS;2019;3000;3300
4320677;Sinimbu - RS;2020;1200;1380
4320677;Sinimbu - RS;2021;3000;3450
4320677;Sinimbu - RS;2022;1800;2250
4320677;Sinimbu - RS;2023;1950;2925
4320701;Sobradinho - RS;2019;3480;8004
4320701;Sobradinho - RS;2020;1800;4230
4320701;Sobradinho - RS;2021;3720;8742
4320701;Sobradinho - RS;2022;1800;4230
4320701;Sobradinho - RS;2023;1920;4512
4320800;Soledade - RS;2019;2880;120960
4320800;Soledade - RS;2020;1320;55440
4320800;Soledade - RS;2021;3600;162000
4320800;Soledade - RS;2022;1800;86400
4320800;Soledade - RS;2023;2700;135000
4320859;Tabaí - RS;2019;0;0
4320859;Tabaí - RS;2020;0;0
4320859;Tabaí - RS;2021;0;0
4320859;Tabaí - RS;2022;0;0
4320859;Tabaí - RS;2023;0;0
4320909;Tapejara - RS;2019;3600;54720
4320909;Tapejara - RS;2020;2100;30450
4320909;Tapejara - RS;2021;3300;46860
4320909;Tapejara - RS;2022;3000;42000
4320909;Tapejara - RS;2023;3000;43650
4321006;Tapera - RS;2019;3700;48840
4321006;Tapera - RS;2020;1630;22005
4321006;Tapera - RS;2021;4200;56700
4321006;Tapera - RS;2022;1209;16560
4321006;Tapera - RS;2023;2234;30600
4321105;Tapes - RS;2019;2500;30212
4321105;Tapes - RS;2020;2290;29770
4321105;Tapes - RS;2021;3360;45360
4321105;Tapes - RS;2022;3300;46530
4321105;Tapes - RS;2023;2700;40500
4321204;Taquara - RS;2019;2600;13
4321204;Taquara - RS;2020;1567;47
4321204;Taquara - RS;2021;2600;78
4321204;Taquara - RS;2022;2600;182
4321204;Taquara - RS;2023;2600;182
4321303;Taquari - RS;2019;3000;540
4321303;Taquari - RS;2020;2000;340
4321303;Taquari - RS;2021;2000;400
4321303;Taquari - RS;2022;1752;438
4321303;Taquari - RS;2023;2640;924
4321329;Taquaruçu do Sul - RS;2019;3024;7409
4321329;Taquaruçu do Sul - RS;2020;2311;6077
4321329;Taquaruçu do Sul - RS;2021;2700;7020
4321329;Taquaruçu do Sul - RS;2022;1200;3120
4321329;Taquaruçu do Sul - RS;2023;2280;5928
4321352;Tavares - RS;2019;2352;635
4321352;Tavares - RS;2020;2161;1089
4321352;Tavares - RS;2021;2881;1452
4321352;Tavares - RS;2022;1800;2340
4321352;Tavares - RS;2023;2100;3576
4321402;Tenente Portela - RS;2019;3200;43200
4321402;Tenente Portela - RS;2020;3000;40500
4321402;Tenente Portela - RS;2021;3000;42000
4321402;Tenente Portela - RS;2022;840;11760
4321402;Tenente Portela - RS;2023;2820;42300
4321436;Terra de Areia - RS;2019;0;0
4321436;Terra de Areia - RS;2020;0;0
4321436;Terra de Areia - RS;2021;0;0
4321436;Terra de Areia - RS;2022;0;0
4321436;Terra de Areia - RS;2023;0;0
4321451;Teutônia - RS;2019;3360;1680
4321451;Teutônia - RS;2020;2040;1122
4321451;Teutônia - RS;2021;3076;1692
4321451;Teutônia - RS;2022;2029;1420
4321451;Teutônia - RS;2023;1680;1176
4321469;Tio Hugo - RS;2019;3700;25715
4321469;Tio Hugo - RS;2020;1300;9035
4321469;Tio Hugo - RS;2021;3867;26876
4321469;Tio Hugo - RS;2022;2100;14595
4321469;Tio Hugo - RS;2023;2100;14595
4321477;Tiradentes do Sul - RS;2019;3000;15600
4321477;Tiradentes do Sul - RS;2020;1485;7722
4321477;Tiradentes do Sul - RS;2021;3300;17160
4321477;Tiradentes do Sul - RS;2022;720;4320
4321477;Tiradentes do Sul - RS;2023;1500;9000
4321493;Toropi - RS;2019;2640;5834
4321493;Toropi - RS;2020;1209;2841
4321493;Toropi - RS;2021;3100;7595
4321493;Toropi - RS;2022;840;1848
4321493;Toropi - RS;2023;1260;3087
4321501;Torres - RS;2019;0;0
4321501;Torres - RS;2020;0;0
4321501;Torres - RS;2021;0;0
4321501;Torres - RS;2022;0;0
4321501;Torres - RS;2023;3500;1575
4321600;Tramandaí - RS;2019;1600;8
4321600;Tramandaí - RS;2020;1600;8
4321600;Tramandaí - RS;2021;1600;8
4321600;Tramandaí - RS;2022;1600;240
4321600;Tramandaí - RS;2023;1600;560
4321626;Travesseiro - RS;2019;3303;578
4321626;Travesseiro - RS;2020;1337;234
4321626;Travesseiro - RS;2021;3902;878
4321626;Travesseiro - RS;2022;1865;513
4321626;Travesseiro - RS;2023;2520;756
4321634;Três Arroios - RS;2019;3600;12960
4321634;Três Arroios - RS;2020;2382;8694
4321634;Três Arroios - RS;2021;3060;9639
4321634;Três Arroios - RS;2022;1560;3510
4321634;Três Arroios - RS;2023;2520;7308
4321667;Três Cachoeiras - RS;2019;0;0
4321667;Três Cachoeiras - RS;2020;0;0
4321667;Três Cachoeiras - RS;2021;0;0
4321667;Três Cachoeiras - RS;2022;0;0
4321667;Três Cachoeiras - RS;2023;0;0
4321709;Três Coroas - RS;2019;0;0
4321709;Três Coroas - RS;2020;3000;3
4321709;Três Coroas - RS;2021;0;0
4321709;Três Coroas - RS;2022;0;0
4321709;Três Coroas - RS;2023;0;0
4321808;Três de Maio - RS;2019;3000;60000
4321808;Três de Maio - RS;2020;2520;50400
4321808;Três de Maio - RS;2021;3480;69600
4321808;Três de Maio - RS;2022;600;10320
4321808;Três de Maio - RS;2023;2146;45134
4321832;Três Forquilhas - RS;2019;0;0
4321832;Três Forquilhas - RS;2020;0;0
4321832;Três Forquilhas - RS;2021;0;0
4321832;Três Forquilhas - RS;2022;0;0
4321832;Três Forquilhas - RS;2023;0;0
4321857;Três Palmeiras - RS;2019;4200;35700
4321857;Três Palmeiras - RS;2020;2440;15860
4321857;Três Palmeiras - RS;2021;3300;22440
4321857;Três Palmeiras - RS;2022;2100;13650
4321857;Três Palmeiras - RS;2023;2100;18900
4321907;Três Passos - RS;2019;3120;28080
4321907;Três Passos - RS;2020;3200;28800
4321907;Três Passos - RS;2021;3300;29700
4321907;Três Passos - RS;2022;720;6480
4321907;Três Passos - RS;2023;2400;21600
4321956;Trindade do Sul - RS;2019;4200;46200
4321956;Trindade do Sul - RS;2020;2148;22554
4321956;Trindade do Sul - RS;2021;3600;37440
4321956;Trindade do Sul - RS;2022;1260;13482
4321956;Trindade do Sul - RS;2023;2100;23100
4322004;Triunfo - RS;2019;2250;2700
4322004;Triunfo - RS;2020;1800;2340
4322004;Triunfo - RS;2021;2500;3250
4322004;Triunfo - RS;2022;2400;4800
4322004;Triunfo - RS;2023;2143;4500
4322103;Tucunduva - RS;2019;3000;31500
4322103;Tucunduva - RS;2020;2700;28350
4322103;Tucunduva - RS;2021;2700;28350
4322103;Tucunduva - RS;2022;1210;12144
4322103;Tucunduva - RS;2023;1445;15228
4322152;Tunas - RS;2019;3000;18000
4322152;Tunas - RS;2020;1080;6696
4322152;Tunas - RS;2021;3900;24180
4322152;Tunas - RS;2022;1600;10080
4322152;Tunas - RS;2023;1200;7560
4322186;Tupanci do Sul - RS;2019;3480;23316
4322186;Tupanci do Sul - RS;2020;2280;15276
4322186;Tupanci do Sul - RS;2021;2880;18000
4322186;Tupanci do Sul - RS;2022;1400;7980
4322186;Tupanci do Sul - RS;2023;2880;16416
4322202;Tupanciretã - RS;2019;3227;481110
4322202;Tupanciretã - RS;2020;2215;330296
4322202;Tupanciretã - RS;2021;3471;517493
4322202;Tupanciretã - RS;2022;926;136926
4322202;Tupanciretã - RS;2023;1390;205604
4322251;Tupandi - RS;2019;0;0
4322251;Tupandi - RS;2020;0;0
4322251;Tupandi - RS;2021;0;0
4322251;Tupandi - RS;2022;0;0
4322251;Tupandi - RS;2023;0;0
4322301;Tuparendi - RS;2019;2700;33750
4322301;Tuparendi - RS;2020;2522;31604
4322301;Tuparendi - RS;2021;3158;39567
4322301;Tuparendi - RS;2022;547;7394
4322301;Tuparendi - RS;2023;1205;16304
4322327;Turuçu - RS;2019;3300;18150
4322327;Turuçu - RS;2020;1200;6600
4322327;Turuçu - RS;2021;3500;19250
4322327;Turuçu - RS;2022;2700;14850
4322327;Turuçu - RS;2023;2250;12375
4322343;Ubiretama - RS;2019;3150;16065
4322343;Ubiretama - RS;2020;2100;10710
4322343;Ubiretama - RS;2021;3050;15555
4322343;Ubiretama - RS;2022;130;663
4322343;Ubiretama - RS;2023;990;5049
4322350;União da Serra - RS;2019;2800;8400
4322350;União da Serra - RS;2020;1500;4500
4322350;União da Serra - RS;2021;3600;10800
4322350;União da Serra - RS;2022;1500;4050
4322350;União da Serra - RS;2023;2310;6237
4322376;Unistalda - RS;2019;2718;25006
4322376;Unistalda - RS;2020;2380;23324
4322376;Unistalda - RS;2021;3300;39600
4322376;Unistalda - RS;2022;500;4500
4322376;Unistalda - RS;2023;522;5220
4322400;Uruguaiana - RS;2019;2015;5787
4322400;Uruguaiana - RS;2020;2700;3542
4322400;Uruguaiana - RS;2021;2967;7201
4322400;Uruguaiana - RS;2022;2000;9456
4322400;Uruguaiana - RS;2023;2160;14040
4322509;Vacaria - RS;2019;3600;198000
4322509;Vacaria - RS;2020;2700;148500
4322509;Vacaria - RS;2021;3480;201840
4322509;Vacaria - RS;2022;2250;132750
4322509;Vacaria - RS;2023;3600;234000
4322525;Vale Verde - RS;2019;3000;19500
4322525;Vale Verde - RS;2020;1200;8400
4322525;Vale Verde - RS;2021;3000;21000
4322525;Vale Verde - RS;2022;1500;15000
4322525;Vale Verde - RS;2023;2500;25000
4322533;Vale do Sol - RS;2019;3000;2340
4322533;Vale do Sol - RS;2020;1621;1264
4322533;Vale do Sol - RS;2021;3300;2574
4322533;Vale do Sol - RS;2022;2400;2040
4322533;Vale do Sol - RS;2023;2100;2205
4322541;Vale Real - RS;2019;0;0
4322541;Vale Real - RS;2020;0;0
4322541;Vale Real - RS;2021;0;0
4322541;Vale Real - RS;2022;0;0
4322541;Vale Real - RS;2023;0;0
4322558;Vanini - RS;2019;3500;6650
4322558;Vanini - RS;2020;1500;2400
4322558;Vanini - RS;2021;3800;7030
4322558;Vanini - RS;2022;1925;3561
4322558;Vanini - RS;2023;2432;4815
4322608;Venâncio Aires - RS;2019;3600;13500
4322608;Venâncio Aires - RS;2020;1545;6103
4322608;Venâncio Aires - RS;2021;3120;14508
4322608;Venâncio Aires - RS;2022;2700;15390
4322608;Venâncio Aires - RS;2023;2105;13577
4322707;Vera Cruz - RS;2019;2700;1620
4322707;Vera Cruz - RS;2020;1400;980
4322707;Vera Cruz - RS;2021;3000;2100
4322707;Vera Cruz - RS;2022;1800;1404
4322707;Vera Cruz - RS;2023;1500;1500
4322806;Veranópolis - RS;2019;3900;3120
4322806;Veranópolis - RS;2020;2534;2407
4322806;Veranópolis - RS;2021;3600;3420
4322806;Veranópolis - RS;2022;1512;1663
4322806;Veranópolis - RS;2023;3600;4320
4322855;Vespasiano Corrêa - RS;2019;3500;7350
4322855;Vespasiano Corrêa - RS;2020;1980;4257
4322855;Vespasiano Corrêa - RS;2021;3500;7525
4322855;Vespasiano Corrêa - RS;2022;2100;4620
4322855;Vespasiano Corrêa - RS;2023;2275;5005
4322905;Viadutos - RS;2019;3720;37200
4322905;Viadutos - RS;2020;2700;27000
4322905;Viadutos - RS;2021;3300;33000
4322905;Viadutos - RS;2022;2100;21420
4322905;Viadutos - RS;2023;2280;22800
4323002;Viamão - RS;2019;2550;5457
4323002;Viamão - RS;2020;2340;9807
4323002;Viamão - RS;2021;2850;16758
4323002;Viamão - RS;2022;1342;9179
4323002;Viamão - RS;2023;2880;33552
4323101;Vicente Dutra - RS;2019;3130;11894
4323101;Vicente Dutra - RS;2020;2157;8197
4323101;Vicente Dutra - RS;2021;3000;12000
4323101;Vicente Dutra - RS;2022;1500;6300
4323101;Vicente Dutra - RS;2023;3000;15000
4323200;Victor Graeff - RS;2019;3600;54000
4323200;Victor Graeff - RS;2020;1200;18000
4323200;Victor Graeff - RS;2021;3950;59250
4323200;Victor Graeff - RS;2022;1700;23800
4323200;Victor Graeff - RS;2023;3027;46919
4323309;Vila Flores - RS;2019;4200;3360
4323309;Vila Flores - RS;2020;2940;2352
4323309;Vila Flores - RS;2021;3868;3094
4323309;Vila Flores - RS;2022;2669;2135
4323309;Vila Flores - RS;2023;3883;3106
4323358;Vila Lângaro - RS;2019;3600;29880
4323358;Vila Lângaro - RS;2020;2100;17430
4323358;Vila Lângaro - RS;2021;3300;25080
4323358;Vila Lângaro - RS;2022;2400;20400
4323358;Vila Lângaro - RS;2023;2700;23490
4323408;Vila Maria - RS;2019;3600;28800
4323408;Vila Maria - RS;2020;2310;18480
4323408;Vila Maria - RS;2021;3700;29600
4323408;Vila Maria - RS;2022;1500;12000
4323408;Vila Maria - RS;2023;2400;19200
4323457;Vila Nova do Sul - RS;2019;2520;31500
4323457;Vila Nova do Sul - RS;2020;720;8640
4323457;Vila Nova do Sul - RS;2021;3000;39000
4323457;Vila Nova do Sul - RS;2022;800;10320
4323457;Vila Nova do Sul - RS;2023;1300;19500
4323507;Vista Alegre - RS;2019;2700;4050
4323507;Vista Alegre - RS;2020;2100;3150
4323507;Vista Alegre - RS;2021;3585;5378
4323507;Vista Alegre - RS;2022;1200;1800
4323507;Vista Alegre - RS;2023;2400;3840
4323606;Vista Alegre do Prata - RS;2019;3600;4860
4323606;Vista Alegre do Prata - RS;2020;2100;2310
4323606;Vista Alegre do Prata - RS;2021;2400;3120
4323606;Vista Alegre do Prata - RS;2022;2200;2860
4323606;Vista Alegre do Prata - RS;2023;3000;4200
4323705;Vista Gaúcha - RS;2019;2800;9800
4323705;Vista Gaúcha - RS;2020;2600;9100
4323705;Vista Gaúcha - RS;2021;2700;9450
4323705;Vista Gaúcha - RS;2022;1080;4104
4323705;Vista Gaúcha - RS;2023;2450;9310
4323754;Vitória das Missões - RS;2019;3300;34584
